Event,Year,Rider,Position,Cap/Bib,Class,Days,Hours,Minutes,Result,Bike,Data Source,Category,Finish Location,Notes,Slug
Iditarod Trail Invitational (350),2004,Rajko Podgornik,11,,Solo,7,2,56,Finished,Ski,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2004,Brent Veltcamp,12,,Solo,8,14,24,Finished,Ski,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2004,Marco Berni,13,,Solo,8,15,35,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2004,Gigi Mazzocchi,14,,Solo,8,18,30,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2004,Rob Kehrer,15,,Solo,9,10,45,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2004,Andy Wilson,16,,Solo,9,10,45,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2004,Brane Kozinc,17,,Solo,10,15,0,Finished,Ski,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2004,John Schweiker,18,,Solo,11,0,45,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Pat Norwil,1,,Solo,6,21,0,Finished,Ski,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Roberto Ghidoni,2,,Solo,6,23,0,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Eric Warkentin,3,,Solo,10,10,20,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Peter Basinger,4,,Solo,10,11,30,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Rok Kovac,5,,Solo,10,14,20,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Rob Kehrer,6,,Solo,10,15,15,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Francesco Ghigliotti,7,,Solo,10,15,45,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Andrea Cavagnet,8,,Solo,10,15,45,Finished,Foot,Website,Women,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Rajko Podgornik,9,,Solo,11,1,30,Finished,Ski,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Tom Possert,10,,Solo,12,3,0,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Julian Crabtree,11,,Solo,12,21,30,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Alex Bellini,12,,Solo,12,21,30,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Barbara Schwarzmann,13,,Solo,12,23,0,Finished,Ski,Website,Women,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Christian Sterr,14,,Solo,12,23,0,Finished,Ski,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,John Scheiker,15,,Solo,12,23,0,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2003,Peter Gorman,16,,Solo,12,23,0,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Pat Irwin,1,,Solo,3,20,0,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Jim Jager,2,,Solo,4,8,0,Finished,Ski,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Eric Warkentin,3,,Solo,4,23,35,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Mike Curiak,4,,Solo,5,0,15,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Alan Sheldon,5,,Solo,5,1,35,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Mike Madden,6,,Solo,6,0,0,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Peter Basinger,7,,Solo,6,0,0,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Roberto Ghidoni,8,,Solo,6,0,0,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Pierre Ostor,9,,Solo,6,8,15,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Eris Zama,10,,Solo,6,19,40,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Maurizio Doro,11,,Solo,6,19,40,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Andy Heading,12,,Solo,6,11,40,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Cullen Barker,13,,Solo,7,3,35,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Janice Tower,14,,Solo,7,3,35,Finished,Traditional/Geared,Website,Women,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Steve Tower,15,,Solo,7,3,35,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Doug Dunlop,16,,Solo,7,9,15,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Andy Stearns,17,,Solo,7,9,50,Finished,Ski,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Bill Merchant,18,,Solo,8,0,,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Dimitri Kieffer,19,,Solo,9,22,0,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Alex Bellini,20,,Solo,10,21,25,Finished,Foot,Website,Men,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (350),2002,Jacqui Kaufman,21,,Solo,11,10,50,Finished,Foot,Website,Women,,,iditarod-trail-invitational-350
Iditarod Trail Invitational (800),2003,Roberto Ghidoni,1,,Solo,18,6,30,Finished,Foot,Website,Men,,,iditarod-trail-invitational-800
Iditarod Trail Invitational (800),2003,Peter Basinger,2,,Solo,20,0,0,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-800
Iditarod Trail Invitational (800),2003,Eric Warkentin,3,,Solo,20,0,0,Finished,Traditional/Geared,Website,Men,,,iditarod-trail-invitational-800
Iditarod Trail Invitational (800),2003,Tom Possert,4,,Solo,23,0,0,Finished,Foot,Website,Men,,,iditarod-trail-invitational-800
Iditarod Trail Invitational (800),2003,Julian Crabtree,5,,Solo,27,0,0,Finished,Foot,Website,Men,,,iditarod-trail-invitational-800
Iditarod Trail Invitational (800),2003,Alex Bellini,6,,Solo,27,0,0,Finished,Foot,Website,Men,,,iditarod-trail-invitational-800
Iditarod Trail Invitational (800),2003,Christian Sterr,7,,Solo,30,0,0,Finished,Ski,Website,Men,,,iditarod-trail-invitational-800
Iditarod Trail Invitational (800),2003,Barbara Schwarzmann,8,,Solo,30,0,0,Finished,Ski,Website,Women,,,iditarod-trail-invitational-800
Italy Divide,2019,James Hayden,1,,Solo,4,7,33,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Sofiane Sehili,1,,Solo,4,7,33,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Levente Bagoly,3,,Solo,4,11,31,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Thomas Taut,4,,Solo,4,20,26,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Lorenzo Gamberoni,5,,Solo,5,0,38,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Nicola Bellamoli,6,,Solo,5,3,42,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Matthew Falconer,7,,Solo,5,4,4,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Jay Petervary,8,,Solo,5,4,51,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Antonio Dell’ava,9,,Solo,5,6,24,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Wim Verheyen,10,,Solo,5,6,18,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Václav Brož,11,,Solo,5,6,38,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Petr Novak,12,,Solo,5,7,31,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Valentina Rocca,13,,Solo,5,10,55,Finished,Traditional/Geared,Trackleaders,Women,,,italy-divide
Italy Divide,2019,Jaromír Šolc,14,,Solo,5,11,11,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Mitch Jones,15,,Solo,5,14,49,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Scott Cornish,16,,Solo,5,14,57,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Philippa Battye,17,,Solo,5,17,37,Finished,Traditional/Geared,Trackleaders,Women,,,italy-divide
Italy Divide,2019,Stu Taylor,18,,Solo,5,17,42,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Mark Lauzon,19,,Solo,5,17,43,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Enrico Comunello,20,,Solo,5,18,55,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Alexandros Vrezas,21,,Solo,5,21,53,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Christian Dietrich,22,,Solo,5,21,53,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Petr Fojt,23,,Solo,5,21,58,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Mario Angst,24,,Solo,5,23,53,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Aleksander Pachulski,25,,Solo,6,2,55,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Clifford Clermont,26,,Solo,6,2,57,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Jan Tomek,27,,Solo,6,3,22,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Massimo Nicolodi,28,,Solo,6,4,0,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Roberto Corrao,29,,Solo,6,4,44,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Raineri Mauro,30,,Solo,6,8,14,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Alberto Brunisso,31,,Solo,6,8,24,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Tomáš Pavlík,32,,Solo,6,8,30,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Davide Gorasso,33,,Solo,6,8,31,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Fabio Negretto,34,,Solo,6,10,37,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Zdenek Keken,35,,Solo,6,10,59,Finished,Single speed/fixed gear,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Mike Sheldrake,36,,Solo,6,11,35,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Tomas Malek,37,,Solo,6,12,15,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Jana Malkova,38,,Solo,6,12,15,Finished,Traditional/Geared,Trackleaders,Women,,,italy-divide
Italy Divide,2019,Paul Birchall,39,,Solo,6,18,24,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Nikola Rafaj,39,,Solo,6,18,24,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Anthony Carton,41,,Solo,6,18,27,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,David Chirnside,42,,Solo,6,18,35,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Giovanni Lupo,43,,Solo,6,20,9,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Leonardo Latilla,43,,Solo,6,20,9,Finished,Single speed/fixed gear,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Cesare Pedrini,45,,Solo,6,20,10,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Alessio Marchi,46,,Solo,6,20,11,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Alessio Balbi,47,,Solo,6,20,12,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Karine Diamant,48,,Solo,6,21,32,Finished,Traditional/Geared,Trackleaders,Women,,,italy-divide
Italy Divide,2019,Sandro Cal,49,,Solo,6,22,24,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Erik Zenkner,49,,Solo,6,22,24,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Gerald Herradura-2,51,,Solo,6,23,10,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Petr Uhlig,51,,Solo,6,23,10,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Cameron Dube,53,,Solo,6,23,36,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Aniek Rooderkerken,54,,Solo,7,1,5,Finished,Traditional/Geared,Trackleaders,Women,,,italy-divide
Italy Divide,2019,Rydval Jakub,55,,Solo,7,1,22,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Marek Nebesar,55,,Solo,7,1,22,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Andrea Vanoni,57,,Solo,7,1,24,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Davide Coato,57,,Solo,7,1,24,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Ivan Castelli,59,,Solo,7,1,29,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Tomáš Klapka,60,,Solo,7,1,38,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Libor Hulka,61,,Solo,7,1,39,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Martin Bicenc,62,,Solo,7,1,40,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Tiziano Ghirri,63,,Solo,7,1,44,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Luca Martignago,64,,Solo,7,3,54,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Vito Antonio Paceiello,65,,Solo,7,5,0,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Colin Wollard,65,,Solo,7,5,0,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Daniel Chroust,67,,Solo,7,5,3,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Ben Clay,68,,Solo,7,8,31,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Gerald Herradura,69,,Solo,7,9,4,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Jakub Gsela,70,,Solo,7,10,41,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Jiri Kriz,70,,Solo,7,10,41,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Robert Stuck,70,,Solo,7,10,41,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Giorgio Dalla Costa,73,,Solo,7,20,11,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Claudio Pederzoli,74,,Solo,7,21,45,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Antonio Patterlini,74,,Solo,7,21,45,Finished,Single speed/fixed gear,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Alvaro Juan Menéndez,74,,Solo,7,21,45,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Stefano Baldi,77,,Solo,7,21,59,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Stephane Diamant,78,,Solo,7,22,3,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Patrizio Fedozzi,79,,Solo,7,22,4,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Tracey Petervary,80,,Solo,7,22,21,Finished,Traditional/Geared,Trackleaders,Women,,,italy-divide
Italy Divide,2019,Christian Buddecke,80,,Solo,7,22,21,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Anja Marwitz,80,,Solo,7,22,21,Finished,Traditional/Geared,Trackleaders,Women,,,italy-divide
Italy Divide,2019,Emiel Bockting,83,,Solo,7,22,56,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Juri Zani,84,,Solo,8,3,13,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Stefano Vecchi,85,,Solo,8,3,19,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Guiseppe Cardoni,86,,Solo,8,3,43,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Francesco Catania,87,,Solo,8,5,6,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Vladimír Mišík,88,,Solo,8,20,40,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Michael Donald,89,,Solo,8,22,45,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Jason Woodhouse,90,,Solo,8,22,46,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Gabriele Casadei,91,,Solo,8,23,14,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Roberto Favaro,91,,Solo,8,23,14,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Marco Van Veen,93,,Solo,9,6,27,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Petr Křelina,94,,Solo,8,7,48,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Ian Bancroft,95,,Solo,10,20,13,Finished,Traditional/Geared,Trackleaders,Men,,,italy-divide
Italy Divide,2019,Ruth Cousins,96,,Solo,10,20,16,Finished,Traditional/Geared,Trackleaders,Women,,,italy-divide
Northcape-Tarifa,2018,Charalampos Eleftheriou,1,,Solo,5,23,22,Finished (Helsinki),Traditional/Geared,Northcape-tarifa.com,Men,Helsinki,,northcape-tarifa
Northcape-Tarifa,2018,Caroline Item,2,,Solo,7,4,0,Finished (Helsinki),Traditional/Geared,Northcape-tarifa.com,Women,Helsinki,,northcape-tarifa
Northcape-Tarifa,2018,Urs Arnold Kutschera,1,,Solo,19,18,19,Finished (Nice),Traditional/Geared,Northcape-tarifa.com,Men,Nice,,northcape-tarifa
Northcape-Tarifa,2018,Sebastian Rauner,2,,Solo,21,18,41,Finished (Nice),Traditional/Geared,Northcape-tarifa.com,Men,Nice,,northcape-tarifa
Northcape-Tarifa,2018,Simone Parri,3,,Solo,21,21,35,Finished (Nice),Traditional/Geared,Northcape-tarifa.com,Men,Nice,,northcape-tarifa
Northcape-Tarifa,2018,Pierre Moreel,,,Solo,,,,Scratched (Nice),Traditional/Geared,Northcape-tarifa.com,Men,Nice,,northcape-tarifa
Northcape-Tarifa,2018,Steffen Streich,1,,Solo,21,0,57,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Kai Edel,2,,Solo,21,13,52,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Samuli Mäkinen,3,,Solo,23,15,9,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Andrej Zaman,4,,Solo,25,6,45,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Boris Pupic,5,,Solo,25,7,1,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Pierangelo Rivoira,6,,Solo,27,4,0,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Javier Simon,7,,Solo,28,12,3,Finished (Tarifa),Singlespeed,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Mike Sheldrake,8,,Solo,28,22,59,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Anisa Aubin,9,,Solo,28,23,37,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Women,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Christopher Bennett,10,,Solo,29,10,27,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Morten Kjaersgaard,11,,Solo,30,16,26,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Mark Courtier,12,,Solo,33,14,56,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Johan Kooistra,13,,Solo,33,20,52,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Peter Vancampenhout,14,,Solo,34,16,58,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Massimo Fusi,15,,Solo,35,13,1,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Bess Robson,16,,Solo,38,20,31,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Claus Robl,,,Solo,,,,Scratched (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Florian Sickel,,,Solo,,,,Scratched (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Rolf Moser,,,Solo,,,,Scratched (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Ren Rutten,,,Solo,,,,Scratched (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Alex del Rio,,,Solo,,,,Scratched (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Steven Hon,,,Solo,,,,Scratched (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Russell Jones,,,Pair,34,9,0,Finished (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Aaron Ehlers,,,Pair,,,,Scratched (Tarifa),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Franco Morgani,,,Pair,,,,Finished (Tarifa w/shortcuts),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Pitti Maurizio,,,Pair,,,,Finished (Tarifa w/shortcuts),Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Maeghan Hackinen,,,Pair,,,,Scratched/Finished (w/detours),Traditional/Geared,Northcape-tarifa.com,Women,Tarifa,,northcape-tarifa
Northcape-Tarifa,2018,Matthias Rau,,,Pair,,,,Scratched,Traditional/Geared,Northcape-tarifa.com,Men,Tarifa,,northcape-tarifa
Race to the Rock,2018,Sarah Hammond,1,,Solo,14,10,41,Finished,Traditional/Geared,racetotherock2018.maprogress.com,Women,,,race-to-the-rock
Race to the Rock,2018,Erinn Klein,2,,Solo,17,13,2,Finished,Traditional/Geared,racetotherock2018.maprogress.com,Men,,,race-to-the-rock
Race to the Rock,2018,Nick Skarajew,3,,Solo,18,7,42,Finished,Traditional/Geared,racetotherock2018.maprogress.com,Men,,,race-to-the-rock
Race to the Rock,2018,Emma Flukes,4,,Solo,18,23,54,Finished,Traditional/Geared,racetotherock2018.maprogress.com,Women,,,race-to-the-rock
Race to the Rock,2018,Adam Lana,,,Solo,,,,Scratched,Traditional/Geared,racetotherock2018.maprogress.com,Men,,,race-to-the-rock
Race to the Rock,2018,Mitchell Luke,,,Solo,,,,Scratched,Traditional/Geared,racetotherock2018.maprogress.com,Men,,,race-to-the-rock
Race to the Rock,2018,Haydn Bevan,,,Solo,,,,Scratched,Traditional/Geared,racetotherock2018.maprogress.com,Men,,,race-to-the-rock
Race to the Rock,2018,David Mason,,,Solo,,,,Scratched,Traditional/Geared,racetotherock2018.maprogress.com,Men,,,race-to-the-rock
Race to the Rock,2018,Matt Hart,,,Solo,,,,Scratched,Traditional/Geared,racetotherock2018.maprogress.com,Men,,,race-to-the-rock
Race to the Rock,2018,Team Entree,,,Pair,,,,Scratched,Traditional/Geared,racetotherock2018.maprogress.com,Men,,,race-to-the-rock
Race to the Rock,2018,Team Entree 2,,,Pair,,,,Scratched,Traditional/Geared,racetotherock2018.maprogress.com,Men,,,race-to-the-rock
Race to the Rock,2018,Fernado De Andrade,,,Solo,,,,Scratched,Traditional/Geared,racetotherock2018.maprogress.com,Men,,,race-to-the-rock
Race to the Rock,2018,Lawrence Mead,,,Solo,,,,Scratched,Traditional/Geared,racetotherock2018.maprogress.com,Men,,,race-to-the-rock
Silk Road Mountain Race,2018,Jay Petervary,1,51,Solo,8,8,15,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Levente Bagoly,2,54,Solo,9,3,30,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
Silk Road Mountain Race,2018,Kim Raeymaekers,3,56,Solo,9,9,5,Finished,Traditional/Geared,Website,Men,,,silk-road-mountain-race
